run,dataset,subject,model,uncertainty_score,target_coverage,coverage,score_cutoff,selective_accuracy,selective_risk
headline_bci_iv_2a/classical_lda,BCI_IV_2a,4,v1_lda,max-prob,0.8,0.8020833333333334,0.3380257261514243,0.2857142857142857,0.7142857142857143
headline_bci_iv_2a/classical_lda,BCI_IV_2a,5,v1_lda,max-prob,0.4,0.4027777777777778,0.4397382954156462,0.3448275862068966,0.6551724137931034
headline_bci_iv_2a/classical_lda,BCI_IV_2a,5,v1_lda,max-prob,0.6,0.6006944444444444,0.432667704011234,0.3121387283236994,0.6878612716763006
headline_bci_iv_2a/classical_lda,BCI_IV_2a,5,v1_lda,max-prob,0.8,0.8020833333333334,0.4260366703448168,0.2987012987012987,0.7012987012987013
headline_bci_iv_2a/classical_lda,BCI_IV_2a,6,v1_lda,max-prob,0.4,0.4027777777777778,0.5513657381852063,0.3620689655172414,0.6379310344827587
headline_bci_iv_2a/classical_lda,BCI_IV_2a,6,v1_lda,max-prob,0.6,0.6006944444444444,0.5319333922711972,0.3236994219653179,0.676300578034682
headline_bci_iv_2a/classical_lda,BCI_IV_2a,6,v1_lda,max-prob,0.8,0.8020833333333334,0.5128326484825559,0.29004329004329,0.7099567099567099
headline_bci_iv_2a/classical_lda,BCI_IV_2a,7,v1_lda,max-prob,0.4,0.4027777777777778,0.4152344472852049,0.6293103448275862,0.3706896551724138
headline_bci_iv_2a/classical_lda,BCI_IV_2a,7,v1_lda,max-prob,0.6,0.6006944444444444,0.386702828934135,0.5144508670520231,0.4855491329479768
headline_bci_iv_2a/classical_lda,BCI_IV_2a,7,v1_lda,max-prob,0.8,0.8020833333333334,0.36829728265363,0.4372294372294372,0.5627705627705628
headline_bci_iv_2a/classical_lda,BCI_IV_2a,8,v1_lda,max-prob,0.4,0.4027777777777778,0.4227871359962227,0.7672413793103449,0.2327586206896551
headline_bci_iv_2a/classical_lda,BCI_IV_2a,8,v1_lda,max-prob,0.6,0.6006944444444444,0.3921936341382556,0.7109826589595376,0.2890173410404624
headline_bci_iv_2a/classical_lda,BCI_IV_2a,8,v1_lda,max-prob,0.8,0.8020833333333334,0.3580032950871368,0.6796536796536796,0.3203463203463204
headline_bci_iv_2a/classical_lda,BCI_IV_2a,9,v1_lda,max-prob,0.4,0.4015151515151515,0.3767164475254669,0.4528301886792453,0.5471698113207547
headline_bci_iv_2a/classical_lda,BCI_IV_2a,9,v1_lda,max-prob,0.6,0.6022727272727273,0.3560661025498158,0.4528301886792453,0.5471698113207547
headline_bci_iv_2a/classical_lda,BCI_IV_2a,9,v1_lda,max-prob,0.8,0.803030303030303,0.3357471326901859,0.419811320754717,0.5801886792452831
smoke_lda_one_subject,BCI_IV_2a,1,v1_lda,max-prob,0.4,0.4027777777777778,0.6115054851370199,0.8620689655172413,0.1379310344827586
smoke_lda_one_subject,BCI_IV_2a,1,v1_lda,max-prob,0.6,0.6006944444444444,0.5210926359441823,0.8439306358381503,0.1560693641618497
